building_id,building_name,ward,area,year_built,inspection_date,condition,risk_level,recommended_action
3d9f4c35-25c9-4235-809b-9daaadedcbdd,Building 190 CHS,Diva,Sector 3,1998,2019-06-08,Good,Safe,Monitor
727e8cb5-cf55-44e6-b608-c3963bae13c5,Building 191 CHS,Wagle Estate,Sector 7,2004,2021-06-19,Fair,Safe,Monitor
fed9b668-f39a-4389-8340-bcd53323c487,Building 192 CHS,Wagle Estate,Sector 5,1993,2020-07-16,Poor,Safe,Monitor
a1b2f2e3-cb78-414e-a1b4-19d1fbc381bc,Building 193 CHS,Diva,Sector 17,1959,2023-09-11,Poor,C2B,Repair
e51a599a-5b9a-4321-ac83-4e10a2c7c536,Building 194 CHS,Wagle Estate,Sector 20,1954,2024-12-06,Dilapidated,C3,Repair
c79314c9-577f-41e8-82cb-e115dbdb5e69,Building 195 CHS,Wagle Estate,Sector 15,1998,2025-10-08,Fair,Safe,Monitor
a02450a8-93b3-4c94-8cf3-6e8591d32c28,Building 196 CHS,Mumbra,Sector 20,1955,2020-08-30,Dilapidated,C2B,Repair
78864763-42ab-4b4f-8ad0-6da96028d8ee,Building 197 CHS,Diva,Sector 8,1986,2020-08-16,Good,C3,Repair
29afa6c3-bae3-4464-81b2-9080e472ad1b,Building 198 CHS,Majiwada-Manpada,Sector 19,1989,2020-03-05,Poor,C3,Repair
334e7e81-e1af-484b-a01b-ba49bb4fa879,Building 199 CHS,Kalwa,Sector 17,2006,2021-02-28,Good,Safe,Monitor
171bccf3-866e-48d6-b5c9-dba865a5700d,Building 200 CHS,Lokmanya-Savarkar Nagar,Sector 20,2017,2019-10-26,Good,Safe,Monitor
14429c85-ea66-4278-963f-15151ea17e68,Building 201 CHS,Majiwada-Manpada,Sector 18,1967,2023-05-23,Fair,C1,Demolish
2fa37c12-f3ab-479c-98e7-84bd926239d8,Building 202 CHS,Vartak Nagar,Sector 3,1963,2019-05-26,Dilapidated,C2B,Repair
4d631332-da25-4607-9b40-f34537d69ce9,Building 203 CHS,Kalwa,Sector 3,1970,2019-08-27,Poor,C3,Repair
296cee30-1c15-493d-962d-c7c709804e90,Building 204 CHS,Kalwa,Sector 2,1978,2018-04-20,Fair,C3,Repair
9fc0996e-8549-47a4-b6f0-9391dfad2e32,Building 205 CHS,Majiwada-Manpada,Sector 8,2000,2018-12-01,Fair,Safe,Monitor
a61a2218-d1d2-4b4f-aa64-f3feb9db4648,Building 206 CHS,Majiwada-Manpada,Sector 5,1953,2026-01-06,Poor,C1,Demolish
2ebd5282-6644-4518-8e01-55abaec14dcd,Building 207 CHS,Wagle Estate,Sector 16,1967,2023-04-20,Poor,C3,Repair
7c5d9c68-90ca-40d9-9f26-1675740f5275,Building 208 CHS,Naupada-Kopri,Sector 9,2007,2018-11-21,Good,Safe,Monitor
f668d41f-8e95-44d9-bf70-f2316ad15b02,Building 209 CHS,Diva,Sector 14,1977,2026-02-26,Fair,C2B,Repair
681350fc-f9f7-407e-af24-76a0b460f5e2,Building 210 CHS,Naupada-Kopri,Sector 8,1964,2019-05-15,Dilapidated,C2A,Evacuate
a5e7ce35-6c9c-461a-9d07-bb5e90172032,Building 211 CHS,Uthalsar,Sector 16,2003,2018-09-15,Good,Safe,Monitor
497be859-d62f-4105-a496-c656308bce91,Building 212 CHS,Lokmanya-Savarkar Nagar,Sector 5,2018,2023-10-12,Good,Safe,Monitor
0395d779-37ef-48f7-99b6-a0cb064ae3d3,Building 213 CHS,Kalwa,Sector 6,1987,2020-09-12,Fair,Safe,Monitor
1e194903-5c80-46e0-b8cc-e8789fe565ac,Building 214 CHS,Diva,Sector 17,1960,2023-11-25,Dilapidated,C2A,Evacuate
e0ea9627-d1b1-45f9-8df9-bcd5fe2bfa71,Building 215 CHS,Mumbra,Sector 2,2014,2022-05-19,Good,Safe,Monitor
f96c2d4f-eb5c-4e12-9ca6-ad0e3f2a5259,Building 216 CHS,Majiwada-Manpada,Sector 3,1999,2018-03-08,Poor,Safe,Monitor
d72d4964-12ec-4b7f-8f5e-b23951995fe8,Building 217 CHS,Majiwada-Manpada,Sector 5,1994,2019-03-01,Fair,Safe,Monitor
0374d0f0-5218-4552-b6f7-fe95fb9c4faa,Building 218 CHS,Wagle Estate,Sector 15,1955,2025-03-17,Poor,C2A,Evacuate
2a507c06-5d10-4fa3-8908-e3e208afeb46,Building 219 CHS,Uthalsar,Sector 15,2011,2019-07-07,Good,Safe,Monitor
a6d4ec98-2ef6-4df3-92dd-cca352dc8166,Building 220 CHS,Naupada-Kopri,Sector 11,1954,2020-03-28,Poor,C1,Demolish
12d431c7-d866-4e8f-bad4-bf13d4f3e08e,Building 221 CHS,Mumbra,Sector 9,1989,2024-02-03,Fair,C2B,Repair
7b522be6-c983-4764-b6c1-86dd2c2c70e7,Building 222 CHS,Naupada-Kopri,Sector 11,1954,2022-01-02,Dilapidated,C1,Demolish
c0210dc7-b260-4524-8732-ab48dccb07e1,Building 223 CHS,Mumbra,Sector 13,1984,2022-06-27,Poor,C2A,Evacuate
09295b39-2eb4-422d-96f3-db01965ec964,Building 224 CHS,Majiwada-Manpada,Sector 17,1993,2023-07-31,Poor,Safe,Monitor
37c88ffd-ba08-4844-bff3-64cd5a5cef56,Building 225 CHS,Kalwa,Sector 20,1984,2018-11-20,Fair,C2B,Repair
cee627e3-1c03-4859-a946-3bfe5adf8dc5,Building 226 CHS,Majiwada-Manpada,Sector 10,1973,2018-11-24,Dilapidated,C2A,Evacuate
cc025ae0-f405-4a02-b063-61788922cbfc,Building 227 CHS,Mumbra,Sector 12,1989,2019-11-14,Fair,C3,Repair
dc9cf2eb-08e1-40f6-8e2a-2061f600f03a,Building 228 CHS,Kalwa,Sector 9,2007,2021-12-15,Good,Safe,Monitor
f818d0c6-dfd9-4d6c-82ab-3f8da5de46d5,Building 229 CHS,Diva,Sector 6,1957,2022-01-28,Poor,C2B,Repair
110c22c4-5781-414d-b43a-1463bc335707,Building 230 CHS,Naupada-Kopri,Sector 5,1953,2022-11-30,Poor,C2B,Repair
e4706b63-6a35-4a37-9222-8eb4bea9b0c2,Building 231 CHS,Kalwa,Sector 19,1958,2022-01-23,Poor,C2B,Repair
f2fa9776-b5cd-4641-8449-9b9e408815ac,Building 232 CHS,Majiwada-Manpada,Sector 15,1954,2022-02-28,Dilapidated,C2B,Repair
bbf4c3f6-10d0-408b-88de-1f252b880cdc,Building 233 CHS,Majiwada-Manpada,Sector 9,1959,2022-06-19,Dilapidated,C2B,Repair
743a4f09-65b3-4f37-a85e-4535694dfb95,Building 234 CHS,Mumbra,Sector 17,1981,2020-02-02,Fair,C1,Demolish
5ed3ad49-e301-4b38-bc43-a83fa164ef81,Building 235 CHS,Mumbra,Sector 7,1999,2020-12-02,Poor,Safe,Monitor
284c5fa0-8a64-43cf-9021-069541ed88c7,Building 236 CHS,Uthalsar,Sector 5,1986,2020-03-30,Good,C2B,Repair
b7d28a4b-d93d-4f92-a033-c7a1b40d56ac,Building 237 CHS,Uthalsar,Sector 11,1959,2022-12-29,Dilapidated,C3,Repair
68a160da-c7ad-4df7-aad9-561bbd6c3fa1,Building 238 CHS,Vartak Nagar,Sector 6,1994,2021-04-04,Good,Safe,Monitor
772a3953-ab2a-4ec8-9d20-9e67c19df02a,Building 239 CHS,Lokmanya-Savarkar Nagar,Sector 5,1972,2019-05-13,Dilapidated,C2B,Repair
ff4a0835-c404-4983-b4a1-200f8f1d114a,Building 240 CHS,Majiwada-Manpada,Sector 15,1980,2024-03-19,Dilapidated,C1,Demolish
5e3f9d3e-f56e-4342-8f5a-fc48799aba5b,Building 241 CHS,Vartak Nagar,Sector 13,2020,2020-02-04,Good,Safe,Monitor
9e04d61b-7a39-43a1-82b6-96505b37fcb6,Building 242 CHS,Uthalsar,Sector 5,2011,2022-08-05,Good,Safe,Monitor
ed7ce9c0-4850-45b4-ae9e-1ebc67227358,Building 243 CHS,Diva,Sector 12,1990,2025-08-17,Good,Safe,Monitor
d8e22c6f-42b1-47b0-b386-0e355b1d8b9e,Building 244 CHS,Wagle Estate,Sector 5,1966,2025-03-05,Fair,C2B,Repair
92aab782-d28f-4c88-8884-2c52997bb825,Building 245 CHS,Diva,Sector 5,2005,2019-05-24,Fair,C3,Repair
ff041452-cdfe-4feb-a4f2-bdf125eebfe4,Building 246 CHS,Lokmanya-Savarkar Nagar,Sector 12,1988,2025-12-15,Fair,Safe,Monitor
4d905166-ef3e-4057-b2c4-f0d5d2233bdc,Building 247 CHS,Vartak Nagar,Sector 7,2016,2018-11-20,Good,Safe,Monitor
ff53e08e-812f-4b89-a63f-64a8165e6c08,Building 248 CHS,Vartak Nagar,Sector 20,2020,2025-01-04,Good,Safe,Monitor
84a4edeb-a707-4f10-a1e3-c2b8909fda34,Building 249 CHS,Wagle Estate,Sector 19,2018,2025-03-10,Good,Safe,Monitor
45d7965f-70e6-4561-a749-5b64862bd03a,Building 250 CHS,Majiwada-Manpada,Sector 19,2024,2025-05-22,Good,Safe,Monitor
02644de6-9e4d-405b-95f4-00bda7542a61,Building 251 CHS,Vartak Nagar,Sector 7,1955,2018-07-06,Fair,C1,Demolish
efdff0f9-67fb-4596-82a7-d78422790340,Building 252 CHS,Naupada-Kopri,Sector 16,2023,2025-03-02,Good,Safe,Monitor
b8391df5-c9a6-4ecd-9cdf-30d2a4ab7bba,Building 253 CHS,Mumbra,Sector 8,2019,2021-05-22,Good,Safe,Monitor
bac1ffdb-f240-4db5-914a-7f5a9c71fcec,Building 254 CHS,Wagle Estate,Sector 15,2001,2018-09-03,Fair,Safe,Monitor
2531c7e6-534b-471f-82a1-0a522fb314fa,Building 255 CHS,Wagle Estate,Sector 11,2003,2024-10-20,Fair,Safe,Monitor
e8d3e050-c95a-4abe-8294-348a279f516e,Building 256 CHS,Wagle Estate,Sector 12,1990,2022-06-22,Good,C3,Repair
febb69ce-ce47-457d-b713-71d1f21df8d3,Building 257 CHS,Lokmanya-Savarkar Nagar,Sector 15,2015,2021-07-31,Good,Safe,Monitor
0b05a236-3e84-4a0b-b88a-0f55c168ade9,Building 258 CHS,Naupada-Kopri,Sector 10,1965,2019-02-01,Poor,C2A,Evacuate
c7ffe31e-730f-40d8-8bb0-c91573620f1c,Building 259 CHS,Majiwada-Manpada,Sector 19,1999,2019-10-17,Good,Safe,Monitor
15847cdf-5209-4d83-a99e-c9c3cf0eefc9,Building 260 CHS,Mumbra,Sector 16,1990,2023-10-10,Fair,Safe,Monitor
e02648b8-e1df-492f-b955-485efe61b5a2,Building 261 CHS,Diva,Sector 15,1989,2022-05-30,Fair,Safe,Monitor
704e4220-839d-47bf-8ab7-e570e2c34eac,Building 262 CHS,Vartak Nagar,Sector 16,1980,2018-07-27,Poor,C2A,Evacuate
60470fdb-b586-4207-87de-170c0bd5c127,Building 263 CHS,Uthalsar,Sector 14,2010,2018-02-03,Good,Safe,Monitor
1d96ce3e-a306-41fb-8a77-2fe48e949742,Building 264 CHS,Majiwada-Manpada,Sector 2,1967,2022-07-10,Fair,C2B,Repair
098734ca-ffe9-4b1e-b75f-19a8171f1e5c,Building 265 CHS,Diva,Sector 10,2001,2022-01-24,Fair,Safe,Monitor
3359819b-cf18-44f4-9605-8e95ef546b86,Building 266 CHS,Vartak Nagar,Sector 20,1959,2024-03-02,Poor,C2A,Evacuate
be7c6c21-9f0c-4641-a8d8-7b00157b4279,Building 267 CHS,Majiwada-Manpada,Sector 18,1965,2022-03-09,Poor,C1,Demolish
dfc73fae-7f11-46d5-ae24-12cc49d95795,Building 268 CHS,Kalwa,Sector 17,1996,2023-09-17,Good,Safe,Monitor
c539c7df-5972-4c16-baa0-d2cfcae3b8a9,Building 269 CHS,Mumbra,Sector 17,1955,2021-09-26,Poor,C1,Demolish
ec5a9bc0-96a7-4183-93f6-d65f6c721a89,Building 270 CHS,Wagle Estate,Sector 11,2008,2023-10-13,Good,Safe,Monitor
fd13ab63-f795-48fc-a428-000ed4f7c035,Building 271 CHS,Majiwada-Manpada,Sector 17,1990,2021-05-10,Fair,C2B,Repair
47f4c33c-c337-43b9-81aa-cac5ec6a3e56,Building 272 CHS,Vartak Nagar,Sector 16,2015,2025-12-12,Good,Safe,Monitor
a47075df-81e3-4286-a90d-5e8f3bc5444b,Building 273 CHS,Vartak Nagar,Sector 1,1952,2022-09-03,Poor,C2B,Repair
7e795c5d-bde4-483d-a29b-e8f65500fbb6,Building 274 CHS,Lokmanya-Savarkar Nagar,Sector 2,2010,2025-05-09,Good,Safe,Monitor
e00a1c2e-3b3d-49f5-abc3-148f38f5fb3a,Building 275 CHS,Kalwa,Sector 5,2024,2024-11-19,Good,Safe,Monitor
f4a67437-d027-4eac-aba2-a3e969f5ed63,Building 276 CHS,Lokmanya-Savarkar Nagar,Sector 1,1981,2019-03-27,Poor,C3,Repair
8769addc-b721-4358-bfb6-2891bea0970e,Building 277 CHS,Kalwa,Sector 7,2006,2019-09-13,Good,Safe,Monitor
f6eff7f4-5ffe-4f78-b817-a9a91c312b59,Building 278 CHS,Naupada-Kopri,Sector 5,2002,2023-04-16,Fair,Safe,Monitor
7fbfdfba-758d-4227-b8d0-3b62a865a516,Building 279 CHS,Mumbra,Sector 17,2016,2021-08-24,Good,Safe,Monitor
ebd74089-7d01-480a-b762-8d84aa666a8c,Building 280 CHS,Majiwada-Manpada,Sector 18,1998,2023-12-24,Fair,Safe,Monitor
49ff0d75-88ba-44f2-b08b-5bc7c5aafbb4,Building 281 CHS,Vartak Nagar,Sector 20,1995,2025-08-20,Good,C3,Repair
8654a8e3-78f1-4350-8db1-3277846402a2,Building 282 CHS,Vartak Nagar,Sector 18,2011,2020-10-06,Good,Safe,Monitor
3ac6ced6-ac74-49e9-be8c-c1a4128c1eb5,Building 283 CHS,Vartak Nagar,Sector 7,1988,2021-05-04,Fair,C2B,Repair
c4b8330a-7650-4ef5-95ab-51e01a2fbac7,Building 284 CHS,Diva,Sector 9,2012,2021-11-29,Good,Safe,Monitor
a5a75fc8-26a2-4630-9c67-ce4a6b7dbf0a,Building 285 CHS,Kalwa,Sector 12,1986,2022-04-05,Fair,Safe,Monitor
53f0ea38-db89-403d-9fc4-3af5a4d9223d,Building 286 CHS,Uthalsar,Sector 12,1968,2026-01-04,Poor,C2A,Evacuate
1aa323a6-6a79-4a8e-9931-1f793c4ee582,Building 287 CHS,Lokmanya-Savarkar Nagar,Sector 7,2006,2023-05-17,Good,Safe,Monitor
a0ecb37a-9454-48cd-a43e-5569edd30d1f,Building 288 CHS,Vartak Nagar,Sector 5,2018,2024-04-21,Good,Safe,Monitor
65f971be-7292-4b15-87d6-b79dfc78a875,Building 289 CHS,Naupada-Kopri,Sector 17,1963,2020-09-20,Dilapidated,C2B,Repair
2263a488-4f42-4f8f-a551-749150e47e8b,Building 290 CHS,Majiwada-Manpada,Sector 16,1978,2022-08-20,Dilapidated,C1,Demolish
db2b6d10-8827-4795-b589-feda40292245,Building 291 CHS,Wagle Estate,Sector 14,1962,2024-03-04,Dilapidated,C1,Demolish
be299da9-46ee-4eb4-9e07-b12dec28cf58,Building 292 CHS,Vartak Nagar,Sector 11,2010,2020-03-27,Good,Safe,Monitor
0ea55a81-0833-47af-8e0f-316510b63e09,Building 293 CHS,Lokmanya-Savarkar Nagar,Sector 18,1986,2019-01-02,Good,C2B,Repair
ab959cc8-bd22-4243-bc76-7421d19777ac,Building 294 CHS,Naupada-Kopri,Sector 13,1954,2019-12-22,Fair,C1,Demolish
f134924e-b9a4-4135-8780-bea7e9ba14d4,Building 295 CHS,Naupada-Kopri,Sector 1,2013,2021-03-31,Good,Safe,Monitor
60da811e-76e4-4406-a4c6-bbaf7e220166,Building 296 CHS,Vartak Nagar,Sector 15,1988,2021-10-04,Fair,Safe,Monitor
9baee61c-2348-4d64-a05d-68b3822da5e4,Building 297 CHS,Diva,Sector 15,2019,2019-07-04,Good,Safe,Monitor
f762bdbd-270f-4e81-8c30-25d12d1e7bbf,Building 298 CHS,Mumbra,Sector 9,1984,2019-10-28,Poor,C1,Demolish
5cd6e87b-87f6-4b8c-b220-810b76e90339,Building 299 CHS,Lokmanya-Savarkar Nagar,Sector 6,1973,2021-04-23,Poor,C2A,Evacuate
1b5ba263-5b27-4727-a963-74dec209c6df,Building 300 CHS,Kalwa,Sector 4,2001,2018-12-22,Good,Safe,Monitor
cd2ed2a9-cfb7-485f-9b71-096e97b6bc2c,Building 301 CHS,Naupada-Kopri,Sector 9,1973,2020-10-13,Fair,C2A,Evacuate
8b34750e-1ef9-47e0-9813-9b2f83e4edce,Building 302 CHS,Vartak Nagar,Sector 19,1999,2021-09-12,Fair,C3,Repair
a6488d3d-b694-46c9-bd58-c4f404974f32,Building 303 CHS,Majiwada-Manpada,Sector 8,2023,2025-05-01,Good,Safe,Monitor
f9a60598-997c-4191-b945-9479f1c136ab,Building 304 CHS,Kalwa,Sector 17,1957,2019-10-17,Dilapidated,C2A,Evacuate
6e5b5ac5-6ec8-4d5b-8ed5-9c9997063e1e,Building 305 CHS,Majiwada-Manpada,Sector 20,1989,2021-04-23,Good,Safe,Monitor
41cc9c2b-97c6-4ad1-86d4-ab19e964577c,Building 306 CHS,Mumbra,Sector 20,1978,2019-09-20,Poor,C1,Demolish
9174d144-eb05-4fcf-850e-c07712d1ef2f,Building 307 CHS,Diva,Sector 7,1997,2023-04-13,Fair,Safe,Monitor
1822a440-6790-43b4-87fd-830ef9fcada3,Building 308 CHS,Diva,Sector 15,1981,2018-12-02,Dilapidated,C2B,Repair
f7f4bfa2-13d5-407e-873e-9c52047810e9,Building 309 CHS,Uthalsar,Sector 2,2017,2018-11-16,Good,Safe,Monitor
3ff31fce-0fe2-4596-bdaa-defe9c20d889,Building 310 CHS,Diva,Sector 5,2020,2020-04-08,Fair,Safe,Monitor
1147466a-e1b6-42b3-8f77-b38c341bc77a,Building 311 CHS,Lokmanya-Savarkar Nagar,Sector 19,1971,2019-04-22,Poor,C2B,Repair
403586b9-5cb8-4930-aba8-a78390607ebd,Building 312 CHS,Mumbra,Sector 2,2012,2023-09-22,Good,Safe,Monitor
6ccdc7be-7424-4360-9bc1-d71c6f863770,Building 313 CHS,Mumbra,Sector 19,2008,2022-08-29,Good,Safe,Monitor
6d14febd-ade3-4225-b82e-4c2e10476ba9,Building 314 CHS,Naupada-Kopri,Sector 13,1957,2021-06-16,Dilapidated,C2B,Repair
d97e990b-3ae0-48e1-8df3-c878ae462fba,Building 315 CHS,Uthalsar,Sector 2,1982,2024-06-26,Fair,C2B,Repair
5e227464-7f49-4736-a961-95b84acdf0ef,Building 316 CHS,Uthalsar,Sector 16,2004,2018-09-04,Fair,Safe,Monitor
a7a114c4-9cd8-4cf8-8866-f21087b5e907,Building 317 CHS,Kalwa,Sector 12,1954,2019-07-09,Poor,C1,Demolish
dd4dbfbe-aaa6-4d52-82d0-d6beb2e4ade1,Building 318 CHS,Kalwa,Sector 3,1998,2022-03-27,Fair,C2B,Repair
35ad277c-e819-40e0-a320-8d3c96318d8b,Building 319 CHS,Uthalsar,Sector 6,2019,2021-11-25,Good,Safe,Monitor
45dede37-3071-4457-837e-7eefb652d827,Building 320 CHS,Lokmanya-Savarkar Nagar,Sector 1,2018,2019-06-06,Good,Safe,Monitor
ee469e92-0ab7-4876-87d0-d1c6572460ea,Building 321 CHS,Diva,Sector 14,1952,2026-01-24,Fair,C2A,Evacuate
429c0e5a-849d-496b-91b1-7246b051d816,Building 322 CHS,Lokmanya-Savarkar Nagar,Sector 15,2018,2020-07-29,Good,Safe,Monitor
ba16f53e-37fc-46f6-a011-b604f0bcd123,Building 323 CHS,Uthalsar,Sector 2,1994,2026-02-17,Fair,Safe,Monitor
236e4282-f9e0-4639-b460-83a57e011b47,Building 324 CHS,Lokmanya-Savarkar Nagar,Sector 7,2003,2018-03-06,Good,C2B,Repair
2b9d6158-54f9-41a8-97c7-2edd93f9a267,Building 325 CHS,Naupada-Kopri,Sector 8,1958,2024-09-14,Poor,C1,Demolish
15842a36-c784-48da-b66d-ce6d58680cde,Building 326 CHS,Naupada-Kopri,Sector 5,1955,2020-06-08,Dilapidated,C2A,Evacuate
c640058f-85a6-4936-8c99-aaa063345120,Building 327 CHS,Majiwada-Manpada,Sector 19,2014,2020-08-17,Fair,Safe,Monitor
9d6cd6ba-b827-4838-a2c7-665e944d4c1f,Building 328 CHS,Diva,Sector 8,1991,2025-05-28,Fair,C3,Repair
a81482c3-a4a8-4986-9497-bcbcb2381e43,Building 329 CHS,Wagle Estate,Sector 14,2002,2024-08-20,Fair,Safe,Monitor
9a4695fe-5725-45c3-a2ed-6e46e76d0550,Building 330 CHS,Kalwa,Sector 17,2021,2021-11-11,Good,Safe,Monitor
c97d8d7e-9e3b-4dd2-bbbe-23aba3c537f4,Building 331 CHS,Kalwa,Sector 6,1990,2021-05-13,Good,Safe,Monitor
6315a481-2965-429c-83be-7a10e3291572,Building 332 CHS,Vartak Nagar,Sector 5,2018,2020-07-12,Good,Safe,Monitor
0c638cd3-a621-452f-b508-352cb4eec75b,Building 333 CHS,Kalwa,Sector 14,2009,2024-04-22,Fair,Safe,Monitor
bc5f8502-5ef3-4570-a66a-e9af70c23ce7,Building 334 CHS,Lokmanya-Savarkar Nagar,Sector 9,2021,2022-05-10,Good,Safe,Monitor
8a30d9ce-25c3-4b9e-ab95-bb159fdd813a,Building 335 CHS,Majiwada-Manpada,Sector 3,1976,2023-01-17,Poor,C1,Demolish
67226e09-98a8-432d-97ce-4b0255e6f793,Building 336 CHS,Naupada-Kopri,Sector 9,2018,2020-02-20,Good,Safe,Monitor
e49bf059-00dd-4137-b96f-a814e21d96ef,Building 337 CHS,Lokmanya-Savarkar Nagar,Sector 19,1998,2018-10-26,Good,Safe,Monitor
1c50d67f-f076-46a4-9c0a-728df76b2723,Building 338 CHS,Vartak Nagar,Sector 1,2021,2021-06-21,Good,Safe,Monitor
4e13a347-06e5-416b-ba4c-3161ad64ddc8,Building 339 CHS,Mumbra,Sector 8,1977,2019-04-26,Fair,C3,Repair
5463b0a8-a88c-4461-82fb-5720dc847d91,Building 340 CHS,Vartak Nagar,Sector 13,1976,2021-08-10,Poor,C2A,Evacuate
89d0efbe-e850-4c29-ab8a-d4f306493781,Building 341 CHS,Vartak Nagar,Sector 9,2009,2022-01-11,Good,Safe,Monitor
afd5ebdf-dfff-42f9-a4c0-7f96d336bf47,Building 342 CHS,Mumbra,Sector 11,1996,2019-02-08,Fair,Safe,Monitor
a712db7a-0b29-4b7c-ad75-ae68d1d81fa8,Building 343 CHS,Lokmanya-Savarkar Nagar,Sector 5,1976,2024-04-23,Poor,C2A,Evacuate
2aa69941-d807-44ea-90e5-1b4215725687,Building 344 CHS,Kalwa,Sector 10,1952,2024-06-30,Poor,C3,Repair
146407aa-2733-4a91-aa01-5be3a3f9a608,Building 345 CHS,Lokmanya-Savarkar Nagar,Sector 16,1969,2024-05-22,Poor,C2A,Evacuate
149725f6-31c0-4363-8b14-ddfb01177b6c,Building 346 CHS,Majiwada-Manpada,Sector 9,2020,2025-09-06,Good,Safe,Monitor
603727ce-8bdb-48fa-9ea5-3c7e86244602,Building 347 CHS,Mumbra,Sector 15,2012,2025-03-13,Fair,Safe,Monitor
a3b1eac6-2930-4401-b31e-56cad01befab,Building 348 CHS,Diva,Sector 16,1971,2019-07-28,Dilapidated,C2A,Evacuate
e6181451-d28e-45de-a767-5df158b51e20,Building 349 CHS,Naupada-Kopri,Sector 17,1973,2025-03-13,Fair,C2B,Repair
c5d307f7-01d7-439e-b3d1-4d1c2901ad5e,Building 350 CHS,Naupada-Kopri,Sector 1,1954,2025-06-30,Fair,C1,Demolish
5243e0f1-4c83-49f5-ae6a-bc714fbba6c8,Building 351 CHS,Wagle Estate,Sector 1,2002,2018-10-06,Fair,Safe,Monitor
f0b4d722-b748-41ae-8139-0dc99372c2b4,Building 352 CHS,Mumbra,Sector 16,1977,2024-12-05,Dilapidated,C2A,Evacuate
da2455f3-2d91-486d-8f38-e5e0b2c2bce4,Building 353 CHS,Naupada-Kopri,Sector 17,1952,2018-02-18,Poor,C2B,Repair
258204c2-1779-4bb0-94be-7d16f461c731,Building 354 CHS,Kalwa,Sector 6,1985,2023-08-20,Dilapidated,C2A,Evacuate
e91ffc8d-432f-4dfd-af9b-8125370586e0,Building 355 CHS,Lokmanya-Savarkar Nagar,Sector 20,1963,2020-09-14,Fair,C2B,Repair
8cc81003-2d15-44d9-841b-774d6d4fae76,Building 356 CHS,Vartak Nagar,Sector 13,2017,2021-12-22,Good,Safe,Monitor
c0956be6-ca76-4d62-a48f-0423c5b0d019,Building 357 CHS,Lokmanya-Savarkar Nagar,Sector 8,1960,2024-05-03,Poor,C2A,Evacuate
4e64e33e-3362-45ff-9bc2-2ba6b4530b41,Building 358 CHS,Naupada-Kopri,Sector 3,1988,2025-05-01,Good,C3,Repair
6fe2bcb9-bb5f-4c95-b045-261cdb776007,Building 359 CHS,Naupada-Kopri,Sector 6,2001,2018-08-18,Fair,Safe,Monitor
8ffb0e10-1864-40e1-b882-783a921ffa7e,Building 360 CHS,Uthalsar,Sector 17,1960,2021-09-18,Dilapidated,C2A,Evacuate
77820c0c-abd8-42a6-b774-1b6edf9f4f3e,Building 361 CHS,Mumbra,Sector 9,1955,2025-10-06,Poor,C3,Repair
a80bc116-1987-41e1-b497-5bba60803b6b,Building 362 CHS,Diva,Sector 19,1955,2021-02-22,Fair,C2B,Repair
f6bd09c9-69b1-4a60-a482-7d4dac97db98,Building 363 CHS,Lokmanya-Savarkar Nagar,Sector 19,1954,2018-03-06,Poor,C3,Repair
d4266506-a722-421f-bd56-f068e29563ba,Building 364 CHS,Uthalsar,Sector 10,1968,2022-06-20,Dilapidated,C2B,Repair
b251e215-0962-487f-9fc4-6954c7fcd9de,Building 365 CHS,Diva,Sector 11,1970,2022-05-13,Dilapidated,C2B,Repair
f81f1c53-f513-4bfb-8063-51875c23d9a5,Building 366 CHS,Uthalsar,Sector 17,1999,2025-09-24,Good,Safe,Monitor
8cc620d4-c7aa-4de3-934b-50a4392031a7,Building 367 CHS,Majiwada-Manpada,Sector 20,1994,2018-11-08,Fair,Safe,Monitor
163f501b-e214-4dde-a136-aacc5a2cf81b,Building 368 CHS,Vartak Nagar,Sector 15,2000,2025-02-10,Poor,Safe,Monitor
1c6a33e9-2adf-4f22-abc1-602670fe7cc8,Building 369 CHS,Kalwa,Sector 14,2012,2024-03-15,Good,Safe,Monitor
84b45fae-7469-49f3-b5c8-feaa1b100c03,Building 370 CHS,Vartak Nagar,Sector 8,1973,2018-12-18,Dilapidated,C2B,Repair
e4c3290a-5856-4549-841a-9dabd7af94b1,Building 371 CHS,Wagle Estate,Sector 13,1959,2025-12-25,Poor,C1,Demolish
1b1544b4-d37f-4b42-a319-8c70d8476794,Building 372 CHS,Mumbra,Sector 12,1990,2021-06-16,Fair,Safe,Monitor
ebbf276b-2fb3-4077-80b4-f711edc5b4d4,Building 373 CHS,Mumbra,Sector 18,1984,2022-11-01,Poor,C1,Demolish
4547deb1-e902-40a7-8d2d-b8daaf495eb4,Building 374 CHS,Uthalsar,Sector 12,2021,2021-01-15,Good,Safe,Monitor
34516611-97cd-4069-a217-6a9e44456cb4,Building 375 CHS,Majiwada-Manpada,Sector 13,2020,2024-09-15,Good,Safe,Monitor
74cfc575-c631-440e-8c18-547457ff0087,Building 376 CHS,Diva,Sector 8,1951,2018-12-13,Poor,C2A,Evacuate
05dbd964-e6a1-4840-8b2c-bc7faed51659,Building 377 CHS,Kalwa,Sector 6,2023,2025-09-08,Good,Safe,Monitor
7933bb45-58c8-40ab-a1b3-f3f6047cf24e,Building 378 CHS,Uthalsar,Sector 6,1967,2019-08-21,Poor,C2A,Evacuate
