incident_id,incident_date,ward,area,incident_type,severity,affected_population,injuries,deaths,financial_loss,response_time_minutes,resolution_time_hours,status
650c10e8-d109-4c43-8477-afda8453cca3,2018-09-27,Uthalsar,Locality 5,Flood,Moderate,7,5,0,42106.67,53,42,Resolved
44af5cd9-bbc0-4da7-bf57-b48281c22d12,2021-06-18,Naupada-Kopri,Locality 2,Tree Fall,Minor,18,5,0,22990.35,7,23,Resolved
efa949d2-7c19-41f8-808b-16392252804a,2019-09-27,Vartak Nagar,Locality 46,Fire,Minor,7,2,0,20020.19,29,11,Resolved
9c7f4cbd-4d2f-4ae6-823b-a81ba14c05fd,2025-01-16,Wagle Estate,Locality 24,Building Emergency,Major,24,7,0,2780.01,52,37,Resolved
72e2cb0d-d9f8-49c3-ac5e-d953aebfb8be,2026-10-01,Kalwa,Locality 16,Fire,Major,491,8,0,34804.81,27,30,Resolved
64fd1f51-8808-4b3f-a4bf-ba24f25bcac6,2024-06-23,Wagle Estate,Locality 37,Flood,Moderate,8,2,0,48732.56,7,40,Resolved
3ab3f318-f398-4c62-a035-92f51182fa17,2018-07-12,Uthalsar,Locality 2,Tree Fall,Major,302,12,0,5924.25,19,17,Resolved
cd62c4a1-5c0d-46d8-9ed9-46115f6968cd,2020-06-10,Naupada-Kopri,Locality 37,Tree Fall,Moderate,20,0,0,32248.54,17,44,Resolved
7101d67f-4661-4760-8653-c80fc0d695ec,2023-07-08,Lokmanya-Savarkar Nagar,Locality 24,Fire,Moderate,15,1,0,39972.5,19,67,Resolved
6567ab2f-2fbc-4d04-a564-b581e3933b09,2023-08-28,Diva,Locality 7,Flood,Minor,12,0,0,2355.56,40,39,Resolved
980ea039-d478-43c7-aadf-90b021f43224,2018-07-03,Vartak Nagar,Locality 24,Flood,Moderate,0,1,0,32770.89,22,51,Resolved
11984648-d730-4a4b-af5b-fd4b273038ec,2021-01-19,Vartak Nagar,Locality 46,Electrical Hazard,Major,345,13,0,43495.13,28,66,Resolved
637c5fe3-c96f-4ed5-83cd-2cd86e29a14e,2024-05-28,Vartak Nagar,Locality 9,Road Accident,Moderate,6,0,0,5786.35,11,3,Resolved
f9ee4a67-4890-44db-89ec-8d0b13993cf9,2023-07-04,Diva,Locality 39,Flood,Moderate,3,4,0,1341.32,52,3,Resolved
0f9acdd4-569b-4f0f-87f6-ca6f9800eea9,2018-06-15,Majiwada-Manpada,Locality 30,Building Emergency,Minor,15,5,0,29340.1,15,50,Resolved
9a5d9a42-f2fb-44a1-a0ea-8ebd77b03805,2022-01-13,Uthalsar,Locality 41,Fire,Major,484,7,0,33431.95,48,66,Resolved
23069466-8a9b-479f-a0a4-e27e4812b7b2,2024-08-12,Kalwa,Locality 11,Flood,Moderate,0,5,0,43649.32,40,64,Resolved
271e29e1-d1e5-487a-b4dc-dd9a06180a76,2026-07-16,Uthalsar,Locality 15,Flood,Major,145,9,0,19789.22,48,44,Resolved
997e26fd-8e28-4b35-b06f-000eb90020bf,2022-06-26,Wagle Estate,Locality 19,Tree Fall,Major,172,17,0,6634.88,42,57,Resolved
087e343c-3334-440a-aa16-93314bbc17c8,2023-07-12,Naupada-Kopri,Locality 47,Flood,Critical,298,3,5,655490.85,6,55,Resolved
3ad35132-cc6d-4247-94e4-b77acc6da75b,2023-06-14,Vartak Nagar,Locality 14,Tree Fall,Minor,13,3,0,34708.45,42,33,Resolved
e9df42c5-e69e-46da-9bfe-0af5cbf95c1f,2018-01-19,Diva,Locality 43,Fire,Critical,152,10,5,569365.04,21,56,Resolved
f085ffa3-5ba0-454d-b5ae-6cc8af2cb3f6,2024-09-01,Mumbra,Locality 11,Tree Fall,Minor,5,3,0,3903.18,32,2,Resolved
71a4e2b5-0286-4ed7-aec3-0a0d2daf2820,2021-07-22,Uthalsar,Locality 12,Tree Fall,Minor,17,5,0,5572.01,31,24,Resolved
7ac8f8fa-1105-4a69-bd5f-a33905eb7880,2019-07-16,Majiwada-Manpada,Locality 40,Flood,Minor,1,0,0,5714.52,20,58,Resolved
c8a609a5-840a-4661-8619-f0d33c3f6903,2020-07-18,Uthalsar,Locality 40,Tree Fall,Moderate,20,4,0,11004.14,53,52,Resolved
8f0158a0-546f-448e-aa43-f4fe5f3d320b,2026-01-06,Kalwa,Locality 4,Gas Leakage,Moderate,12,2,0,22269.28,11,18,Resolved
837f37ff-8f2b-4b12-afa9-642ec0955ca2,2025-08-13,Vartak Nagar,Locality 36,Flood,Moderate,8,2,0,19738.31,26,7,Resolved
453cf229-8942-4d8b-8909-5a02838ff340,2019-01-21,Vartak Nagar,Locality 30,Gas Leakage,Minor,0,4,0,29437.11,14,46,Resolved
f97de100-f6b1-43b2-9339-4b70b2010d3d,2020-10-17,Kalwa,Locality 49,Gas Leakage,Minor,3,1,0,26527.38,45,43,Resolved
6f2c17c8-a352-4470-94ac-d0ce84d6b557,2020-08-11,Majiwada-Manpada,Locality 49,Flood,Minor,13,1,0,10097.23,48,70,Resolved
c8c8b8f9-2e9c-499b-8e52-80760248d3df,2019-06-28,Diva,Locality 39,Flood,Minor,1,2,0,10098.14,59,27,Resolved
dae408d1-d769-4d06-be89-3b30e2b3a537,2021-06-01,Kalwa,Locality 4,Building Emergency,Moderate,7,0,0,36963.66,39,29,Resolved
db9e29e6-02b5-47d8-bacc-59e644fd6f02,2022-09-01,Uthalsar,Locality 45,Fire,Major,352,17,0,23732.0,30,19,Resolved
46d205a5-9259-4371-924f-2006db8682d7,2019-10-24,Naupada-Kopri,Locality 3,Building Emergency,Minor,19,3,0,44176.38,42,59,Resolved
62249125-b53a-4fd5-93ed-55de949b630e,2022-07-12,Vartak Nagar,Locality 16,Tree Fall,Minor,16,3,0,29963.79,12,40,Resolved
445f1077-c681-435d-b575-035e27339906,2026-07-21,Vartak Nagar,Locality 27,Tree Fall,Minor,15,5,0,46361.82,25,48,Resolved
4211ae7e-69fe-4c24-ab89-cf522fe9ebb6,2025-08-20,Wagle Estate,Locality 46,Tree Fall,Moderate,15,1,0,37106.24,19,22,Resolved
286db567-2a42-4aba-b4eb-99505744457c,2025-09-25,Naupada-Kopri,Locality 21,Flood,Minor,13,5,0,31174.18,41,6,Resolved
7b7a5005-a009-432a-85d6-363ac1499bbe,2019-08-09,Uthalsar,Locality 34,Tree Fall,Moderate,20,2,0,10368.47,33,51,Resolved
234eac86-d846-4741-864b-9de3e9573328,2026-03-15,Kalwa,Locality 3,Building Emergency,Major,477,19,0,5206.63,45,56,Resolved
110f0792-069d-486f-a1b0-2033d5aaf814,2019-08-16,Naupada-Kopri,Locality 48,Tree Fall,Minor,7,2,0,10118.19,20,55,Resolved
94248fb8-f0c5-4d9a-882f-13bb9635afc4,2025-08-08,Diva,Locality 13,Tree Fall,Minor,9,1,0,48529.42,38,34,Resolved
f7fcbc93-02e4-4c0a-9fc6-c4e341b846d5,2025-09-23,Uthalsar,Locality 7,Flood,Major,379,19,0,8001.56,12,9,Resolved
bdfe9faf-b1ab-421f-86c8-7cbf7c32f75a,2024-08-06,Diva,Locality 47,Landslide,Minor,11,3,0,27395.21,55,30,Resolved
650e934d-76e7-4fe6-9b18-58b368947bf9,2023-09-12,Kalwa,Locality 42,Flood,Major,50,16,0,45232.95,17,9,Resolved
addb0d1a-fcac-409b-9ce1-93eb0208bdef,2026-09-11,Wagle Estate,Locality 1,Road Accident,Moderate,17,1,0,24197.52,51,3,Resolved
bac323e4-dcf6-4864-b11f-a22eefd2798c,2022-09-08,Diva,Locality 31,Building Emergency,Minor,16,0,0,15612.45,47,47,Resolved
eee6ce0a-ea7a-4d04-885a-34ac754ac729,2024-02-12,Kalwa,Locality 5,Road Accident,Minor,16,4,0,48430.95,48,34,Resolved
2599a63e-6fd4-490d-8df9-8eb530e8d45b,2020-01-10,Vartak Nagar,Locality 17,Fire,Critical,354,7,1,489007.27,34,27,Resolved
e6a76da1-ccb7-476e-afd7-f3c25e082fe7,2024-07-27,Lokmanya-Savarkar Nagar,Locality 6,Tree Fall,Minor,6,4,0,10562.19,10,67,Resolved
5de1f0bb-8fef-4eaf-8ded-5b1cdbee9a6f,2021-08-17,Naupada-Kopri,Locality 48,Tree Fall,Minor,7,0,0,32846.76,5,68,Resolved
572422e2-8f68-400b-94c2-ae59cd56f61f,2024-08-10,Mumbra,Locality 36,Flood,Moderate,13,4,0,10061.16,35,26,Resolved
bf260fb6-ef3c-4c0f-b74c-d88329dd44aa,2021-02-08,Mumbra,Locality 7,Fire,Moderate,17,5,0,8906.89,36,72,Resolved
0237ffaf-3135-4450-9bae-d3ec4ad244ff,2020-09-12,Diva,Locality 26,Flood,Moderate,15,0,0,46693.67,10,26,Resolved
9ed45630-b5ad-4b63-a350-274aaf2dca4c,2021-08-17,Vartak Nagar,Locality 26,Flood,Minor,0,5,0,24204.48,38,59,Resolved
f614042f-5b2f-44c3-84f4-bd6680de18a9,2018-07-16,Wagle Estate,Locality 5,Flood,Moderate,0,5,0,34599.76,38,66,Resolved
e1e7dd16-98cc-4e3e-a25e-30f8b42d4e99,2019-07-14,Mumbra,Locality 29,Flood,Moderate,19,1,0,27023.2,47,32,Resolved
572b3015-da81-4811-ad31-324fd9621a34,2026-10-11,Lokmanya-Savarkar Nagar,Locality 29,Fire,Critical,330,3,1,968987.64,55,24,Resolved
a1a8ceb3-7dd5-4bfc-b117-3d6b4194281b,2024-05-19,Majiwada-Manpada,Locality 38,Heat Wave,Minor,16,2,0,13009.23,54,54,Resolved
5e364514-a6d1-4edd-bee7-5989c7a65178,2020-04-02,Mumbra,Locality 44,Road Accident,Minor,2,2,0,40896.76,31,13,Resolved
c7a14aa8-0f0e-4474-9cc0-f68ceee4acb6,2020-09-08,Naupada-Kopri,Locality 44,Flood,Major,294,14,0,25416.58,6,9,Resolved
7c52a5ac-e5a4-4668-b9d7-3f3f441dc057,2019-06-09,Uthalsar,Locality 19,Flood,Major,224,19,0,44481.43,5,33,Resolved
a26c12f0-7cc9-42f7-a9ce-1cdcc086e83c,2026-06-07,Kalwa,Locality 26,Flood,Minor,5,4,0,22875.32,37,43,Resolved
b2909cd0-9ac4-4e97-bf13-e90ae47b0ba9,2026-08-14,Uthalsar,Locality 30,Flood,Moderate,13,1,0,40346.23,13,58,Resolved
c00566e0-68ae-4b19-b911-3ed869dddac8,2021-09-20,Majiwada-Manpada,Locality 28,Flood,Moderate,11,5,0,12768.76,40,7,Resolved
bedec7b4-290a-44f1-a720-e95ffcd75aeb,2019-05-23,Kalwa,Locality 46,Road Accident,Moderate,7,2,0,32576.39,31,52,Resolved
7586bf66-3796-4063-8be7-0bf81913af71,2023-08-14,Uthalsar,Locality 46,Fire,Critical,253,18,1,408388.41,33,62,Resolved
7d70ee29-8ab4-444c-91c7-11d02cda990c,2020-06-23,Vartak Nagar,Locality 45,Gas Leakage,Critical,98,18,0,582150.76,48,66,Resolved
b1d7b450-fc9b-435b-8045-484bd1ed4b97,2020-08-07,Kalwa,Locality 12,Tree Fall,Minor,11,1,0,14164.99,25,1,Resolved
3668098a-c2f8-4d9c-9eec-29e3db428d0a,2025-07-21,Naupada-Kopri,Locality 38,Building Emergency,Minor,17,3,0,40788.59,16,43,Resolved
e4266ff4-e364-416d-93cb-b88f691a6bc7,2019-09-24,Naupada-Kopri,Locality 1,Tree Fall,Critical,114,16,1,787650.94,42,38,Resolved
5d644a90-5dbe-4657-bfc5-5d284b66b1f6,2018-09-10,Lokmanya-Savarkar Nagar,Locality 1,Building Emergency,Moderate,16,0,0,31631.67,32,71,Resolved
18809807-31b0-4a29-bea6-d9eef0ceae04,2023-06-28,Uthalsar,Locality 1,Road Accident,Minor,15,3,0,39058.24,11,60,Resolved
7b1caac7-7ba3-49d2-a04d-4e6885ef3b3c,2026-12-07,Lokmanya-Savarkar Nagar,Locality 11,Building Emergency,Moderate,15,1,0,7267.35,24,5,Resolved
32d4f3cc-9490-4a93-8059-57f6251cce7d,2022-10-06,Majiwada-Manpada,Locality 21,Road Accident,Critical,243,4,3,436132.18,28,47,Resolved
56ffb7a3-8293-4eee-9da6-20c5cd378c9d,2020-07-18,Uthalsar,Locality 22,Flood,Critical,161,17,0,805794.68,30,8,Resolved
20783258-59c2-4e49-9284-2c8e6e487e3a,2022-08-04,Naupada-Kopri,Locality 25,Tree Fall,Moderate,3,0,0,39161.76,52,56,Resolved
fee712af-52b5-42b4-967f-677c2f1050c0,2023-09-07,Uthalsar,Locality 19,Tree Fall,Moderate,9,3,0,2021.5,49,22,Resolved
c2a6b4dc-6355-4735-8a37-bbc04f819ab4,2025-07-23,Uthalsar,Locality 40,Fire,Moderate,14,2,0,11433.19,53,50,Resolved
b364ecf9-2c74-4d44-afc0-54f25582a46d,2023-09-09,Kalwa,Locality 27,Flood,Major,10,14,0,28273.12,22,24,Resolved
2acbd972-84a6-4b2e-b7e9-9a1ecf55c0fe,2026-09-06,Vartak Nagar,Locality 25,Tree Fall,Moderate,1,4,0,47677.4,42,52,Resolved
36b57ab7-78af-46fd-8cf3-8e269848cfe7,2019-09-17,Mumbra,Locality 19,Tree Fall,Major,327,18,0,28242.74,23,14,Resolved
75962ede-2db8-4b8f-97d0-3d9878161c6e,2022-09-17,Mumbra,Locality 8,Flood,Minor,18,0,0,7767.57,52,50,Resolved
89d40b7c-efc9-432a-8dc9-822dee2bb7b3,2018-08-28,Wagle Estate,Locality 39,Building Emergency,Minor,20,5,0,44798.46,18,3,Resolved
015477d4-94dd-4dd2-b46b-4e5cb4f0a100,2021-05-03,Wagle Estate,Locality 22,Fire,Minor,14,1,0,14459.22,59,42,Resolved
a3c3df30-03c7-4ccb-8524-7462612cbe42,2018-10-02,Mumbra,Locality 32,Fire,Minor,4,3,0,19980.72,59,72,Resolved
89f628a7-0d12-4e1a-86c1-047cbe7fdfb4,2021-05-14,Majiwada-Manpada,Locality 42,Heat Wave,Moderate,11,4,0,48785.11,33,10,Resolved
88928c78-4cf1-411f-915d-2f6ed997c5b0,2021-07-13,Mumbra,Locality 38,Flood,Moderate,20,3,0,49841.72,43,47,Resolved
6ff0546c-95a3-4b4d-886d-e86e70c215be,2020-08-09,Kalwa,Locality 21,Flood,Moderate,10,3,0,4898.69,31,61,Resolved
9dedfdd9-8209-40eb-9db3-c153e80a06ce,2019-10-26,Wagle Estate,Locality 11,Road Accident,Minor,17,4,0,15981.2,21,4,Resolved
7f1334c1-a744-4b86-acca-f544e4d9cd6f,2022-12-10,Lokmanya-Savarkar Nagar,Locality 26,Road Accident,Moderate,18,5,0,26887.78,29,58,Resolved
ce2361d3-b6ae-4984-ba9f-787c8d32db85,2024-07-13,Mumbra,Locality 39,Flood,Minor,18,4,0,26524.41,58,65,Resolved
9e010839-73d3-4d6e-9906-a47d74522908,2025-08-17,Kalwa,Locality 35,Tree Fall,Minor,7,0,0,49358.18,24,16,Resolved
dd32dc7d-e6b9-4d0e-952a-ee05c8fa30ce,2022-08-20,Naupada-Kopri,Locality 30,Flood,Moderate,1,2,0,13760.19,22,24,Resolved
0848979e-7f45-4dc3-a1f8-b6fa5f4d03dd,2023-07-24,Wagle Estate,Locality 17,Tree Fall,Moderate,14,3,0,4123.44,43,43,Resolved
8a53caaa-51c4-465d-a71b-6ef1ec2b03a7,2026-03-16,Vartak Nagar,Locality 17,Building Emergency,Critical,195,16,0,884875.54,20,16,Resolved
71ca95ff-2840-46d4-bf07-ff2b7ba3e262,2025-04-18,Wagle Estate,Locality 44,Road Accident,Critical,462,2,3,570874.97,43,15,Resolved
9f02c84d-ea6e-4060-aff4-2bb1911f9e82,2026-08-16,Mumbra,Locality 13,Flood,Moderate,18,5,0,24014.9,6,14,Resolved
610530bf-59e2-48d9-a9b4-9224996f7c98,2021-10-27,Wagle Estate,Locality 50,Fire,Critical,346,14,3,853771.41,35,39,Resolved
16c906f9-ada6-4034-98df-dfb984a00918,2019-04-25,Mumbra,Locality 27,Building Emergency,Major,374,4,0,26419.91,16,53,Resolved
88ad9ec2-1ba8-4248-a9f9-c7ec0d92e64c,2024-07-08,Lokmanya-Savarkar Nagar,Locality 16,Tree Fall,Major,5,14,0,11173.86,39,16,Resolved
929420e8-0953-475e-afad-1f39d068c4f2,2020-05-10,Diva,Locality 24,Heat Wave,Moderate,8,0,0,30892.05,30,51,Resolved
fddeb183-7700-4ac9-9c61-e7ad22955ff5,2018-08-25,Majiwada-Manpada,Locality 17,Fire,Minor,18,2,0,14182.19,56,32,Resolved
62072740-05ea-4238-ac5b-c89ca61cd697,2019-05-05,Uthalsar,Locality 5,Fire,Moderate,5,3,0,9348.97,39,5,Resolved
64b404c9-de6f-4183-b921-0d795842d005,2021-10-09,Diva,Locality 2,Building Emergency,Minor,11,0,0,45939.03,55,21,Resolved
50247b2f-cbc1-4a91-b9db-1e6e34dcfebb,2022-07-21,Majiwada-Manpada,Locality 3,Flood,Minor,2,3,0,31330.58,43,6,Resolved
6c242d26-bb8b-4ced-8b4f-646d5474b2db,2021-04-03,Majiwada-Manpada,Locality 21,Fire,Minor,20,2,0,1714.46,22,16,Resolved
70993ffc-b491-4612-8b92-1994977ff295,2020-08-15,Kalwa,Locality 29,Tree Fall,Moderate,18,0,0,32931.04,16,62,Resolved
ef97f55c-b048-45ec-9aa9-c6faae4c2860,2021-04-08,Lokmanya-Savarkar Nagar,Locality 10,Road Accident,Major,10,15,0,46993.7,44,40,Resolved
3b47427b-2843-4175-aed8-7bb6fe9ea989,2023-07-15,Kalwa,Locality 4,Flood,Critical,374,4,5,701637.67,16,47,Resolved
f8d9e055-3e10-4fd7-9315-e627e953367a,2019-06-18,Vartak Nagar,Locality 43,Tree Fall,Minor,5,5,0,46955.5,36,32,Resolved
5b309c5b-774d-49d7-b25f-370d1f69b93f,2020-06-07,Vartak Nagar,Locality 28,Fire,Moderate,2,3,0,19103.29,28,37,Resolved
5417a565-4f9c-4df3-80d2-8cce8e56b39e,2021-09-25,Diva,Locality 17,Flood,Minor,9,3,0,23293.1,16,56,Resolved
a3843e90-9e05-41f2-9eac-bd80a787530f,2026-02-20,Wagle Estate,Locality 44,Fire,Major,107,18,0,45011.0,12,39,Resolved
f3c86bcc-8ebe-4760-a4a8-79a1ccee3131,2023-04-27,Vartak Nagar,Locality 9,Building Emergency,Major,424,12,0,31849.92,57,56,Resolved
346c91a0-9860-4148-9769-e3758fe5b367,2024-11-26,Diva,Locality 33,Landslide,Moderate,9,4,0,5148.22,53,32,Resolved
3124f413-857b-4c4b-9a6b-e285bcc8dcbd,2023-08-28,Uthalsar,Locality 40,Electrical Hazard,Minor,2,2,0,38956.31,34,35,Resolved
3db71a52-421e-47d3-a068-a40b836f30ae,2023-07-23,Diva,Locality 43,Tree Fall,Major,478,6,0,33823.95,8,45,Resolved
be418850-4672-403f-9528-7c3fdc7fcebe,2023-07-03,Wagle Estate,Locality 7,Flood,Minor,3,4,0,2131.1,45,56,Resolved
a7d74cbb-f2a7-49c3-bc27-cfc010d5a8b5,2023-12-25,Mumbra,Locality 15,Fire,Minor,3,3,0,8621.19,20,1,Resolved
8b412ca2-5d2c-4820-bb61-da97de71d1a6,2021-07-25,Vartak Nagar,Locality 17,Flood,Minor,0,1,0,27805.44,49,42,Resolved
fb71b2f4-fe49-4338-a264-af0f31fc99ef,2021-08-04,Majiwada-Manpada,Locality 44,Flood,Critical,96,3,4,546859.01,5,44,Resolved
97c5adf0-bdc4-4311-a2bd-88f1b1c93095,2021-01-25,Vartak Nagar,Locality 25,Fire,Moderate,4,5,0,11249.27,16,21,Resolved
a8330a61-185b-45d0-8da2-e7c8e7e2015d,2023-08-23,Majiwada-Manpada,Locality 25,Flood,Critical,407,14,4,371380.01,36,48,Resolved
b43097da-25fc-4fe2-98f2-234afdac6cb2,2021-08-27,Lokmanya-Savarkar Nagar,Locality 5,Flood,Moderate,0,4,0,29442.12,23,27,Resolved
72862387-7b77-4c1a-87af-6327ca711831,2019-06-18,Diva,Locality 34,Fire,Moderate,0,3,0,27800.32,38,24,Resolved
69c55810-1726-49c3-98be-c316cf1a2c79,2023-10-16,Wagle Estate,Locality 13,Fire,Major,6,18,0,12870.2,33,67,Resolved
9ab81210-b6ea-4cf2-a040-06a5bf8178cf,2026-02-20,Diva,Locality 19,Fire,Moderate,12,2,0,31926.97,42,67,Resolved
3906a248-492e-41a7-864a-ab85b96f965a,2018-11-27,Mumbra,Locality 44,Road Accident,Major,382,12,0,43586.22,15,41,Resolved
2bf87d80-847f-4413-9f28-9229c61b31a9,2021-06-06,Mumbra,Locality 23,Tree Fall,Minor,16,4,0,40554.43,37,58,Resolved
d576af36-a984-4704-9940-5e4cf0e356c1,2026-06-28,Naupada-Kopri,Locality 3,Tree Fall,Moderate,8,0,0,24796.22,47,17,Resolved
8bafeecd-47cd-4113-a2e6-01ebe5188165,2025-09-10,Lokmanya-Savarkar Nagar,Locality 17,Tree Fall,Moderate,15,5,0,20546.12,21,69,Resolved
0a3f5020-7641-4a6d-973e-560751c161d2,2020-04-02,Diva,Locality 1,Landslide,Moderate,15,2,0,41410.0,54,35,Resolved
bba1ebda-b671-453f-937b-147b784d3bae,2019-08-18,Naupada-Kopri,Locality 32,Flood,Minor,5,1,0,3838.3,17,51,Resolved
11a09bff-4932-4bca-8665-ced9aa1b1cdc,2019-11-24,Kalwa,Locality 6,Fire,Moderate,20,5,0,13381.06,13,56,Resolved
dfcbbb41-c8e1-43a6-8c94-40167632b0e8,2024-07-22,Kalwa,Locality 23,Road Accident,Minor,5,0,0,49559.55,36,29,Resolved
e22fef4d-5e30-4089-8b9b-f028f56d2f88,2018-07-18,Lokmanya-Savarkar Nagar,Locality 1,Tree Fall,Minor,20,5,0,45153.39,53,25,Resolved
45fdeb42-3c85-4391-b201-77f1140628c2,2026-07-08,Wagle Estate,Locality 32,Flood,Minor,9,1,0,49469.34,7,8,Resolved
a5b6d09a-65be-45df-a304-fd82d4b07732,2024-07-23,Vartak Nagar,Locality 10,Flood,Minor,17,0,0,27942.15,6,38,Resolved
97afad92-0656-463f-8fbb-0188292bb8cd,2019-04-13,Mumbra,Locality 48,Building Emergency,Minor,8,1,0,42713.83,24,49,Resolved
c0785cc1-2ca2-45cf-9121-c14670876d2c,2019-08-02,Mumbra,Locality 32,Landslide,Major,464,3,0,22072.87,46,31,Resolved
34cfe37d-f061-40ad-aa64-c4add138cef4,2020-09-03,Vartak Nagar,Locality 39,Tree Fall,Minor,0,0,0,2928.39,34,21,Resolved
f732d699-e3ea-40b6-94e9-ed6bccfef70a,2026-07-24,Naupada-Kopri,Locality 50,Tree Fall,Major,200,5,0,23348.91,52,45,Resolved
692ffd35-66c7-48f0-a021-d81c49e93564,2024-09-24,Majiwada-Manpada,Locality 38,Flood,Moderate,0,2,0,23272.6,28,58,Resolved
1cd7949e-c812-420d-b221-7d2f2a2a2c6d,2021-12-13,Mumbra,Locality 50,Gas Leakage,Major,250,12,0,32028.3,53,36,Resolved
17c3da34-4283-4bf1-8a60-405449eaca79,2021-04-24,Mumbra,Locality 11,Heat Wave,Moderate,6,4,0,36095.34,30,41,Resolved
db64ac3d-649f-4640-b74f-0209cb916cca,2018-09-10,Majiwada-Manpada,Locality 17,Road Accident,Major,313,8,0,13963.64,18,4,Resolved
af1e614f-cae8-495c-aee5-506b28700a26,2018-03-26,Mumbra,Locality 23,Building Emergency,Major,172,2,0,2149.3,30,60,Resolved
f1e4eb29-e669-498a-9eef-39017c9aa848,2024-07-26,Vartak Nagar,Locality 9,Flood,Major,174,4,0,47475.42,18,68,Resolved
52a7e51c-35e3-41de-b992-33153ff1cb57,2020-09-27,Lokmanya-Savarkar Nagar,Locality 12,Flood,Minor,12,2,0,25840.9,10,61,Resolved
fe72c959-fccb-44d6-891b-62cbb2e8a054,2018-04-18,Naupada-Kopri,Locality 35,Heat Wave,Major,455,10,0,28116.1,58,2,Resolved
2e927ef8-9fc2-4c25-a0ea-8d102b235ee5,2024-12-23,Uthalsar,Locality 45,Fire,Minor,7,2,0,25603.76,24,39,Resolved
bfba360a-d303-4aef-8362-a443811225b1,2025-08-16,Wagle Estate,Locality 34,Flood,Minor,3,1,0,22815.88,49,52,Resolved
78b3b17a-d45f-4168-b00a-4b1bc4ca0713,2025-09-14,Kalwa,Locality 13,Flood,Critical,423,13,2,237017.03,31,62,Resolved
c35f00e5-41de-440c-8dd1-5717659120b0,2019-02-01,Mumbra,Locality 18,Fire,Major,214,14,0,27172.45,38,56,Resolved
431c2247-78a9-4e0e-aef5-292c5252cefb,2019-05-10,Mumbra,Locality 37,Landslide,Minor,10,4,0,42155.57,32,71,Resolved
67bcf8f0-c3c5-4408-bf48-eb485c6e6cbf,2020-07-11,Wagle Estate,Locality 46,Flood,Minor,15,3,0,46343.8,39,63,Resolved
59d4e8ea-b309-48ab-86d6-1600b71068e7,2023-04-03,Kalwa,Locality 43,Building Emergency,Moderate,20,3,0,2666.32,51,21,Resolved
7ca8de0a-339a-49bb-a30a-728df9fe4cc1,2018-08-04,Vartak Nagar,Locality 44,Flood,Moderate,14,0,0,44210.41,27,8,Resolved
6e63934c-40bc-4600-9246-67a0d334c353,2023-02-21,Uthalsar,Locality 10,Road Accident,Moderate,7,3,0,36691.36,45,29,Resolved
8dcaa628-e2c6-4c87-b00d-5e5d5183d0d7,2025-07-05,Majiwada-Manpada,Locality 41,Flood,Major,493,15,0,4689.79,10,47,Resolved
935044f9-fb0e-45c9-8283-f688df94db36,2023-12-22,Lokmanya-Savarkar Nagar,Locality 9,Fire,Minor,18,4,0,38904.56,10,51,Resolved
48585124-1c58-4d29-b870-f907e4c43f6b,2024-01-06,Diva,Locality 26,Fire,Major,27,18,0,5267.38,51,53,Resolved
cc4677ba-ff93-42ad-82b3-67a7999c2092,2018-04-19,Diva,Locality 13,Fire,Minor,8,0,0,32306.32,18,34,Resolved
e1d06f4d-1482-4415-aa9c-f2645e969727,2024-04-08,Majiwada-Manpada,Locality 29,Building Emergency,Moderate,19,0,0,34926.8,38,64,Resolved
706eb1e2-c4d5-4c8a-acf7-fae32b0888bb,2022-04-16,Wagle Estate,Locality 30,Fire,Minor,12,5,0,13768.86,50,55,Resolved
edeaeb76-2f94-4f8e-b6b2-d0b8ab993515,2022-07-08,Naupada-Kopri,Locality 9,Flood,Moderate,12,2,0,25489.03,13,26,Resolved
49f20a14-ac6d-4b6f-9711-3d7272642fb9,2025-07-01,Wagle Estate,Locality 36,Tree Fall,Moderate,18,2,0,6108.15,48,22,Resolved
247791a6-a21c-4fd8-8609-b799f8855460,2026-07-26,Wagle Estate,Locality 7,Flood,Minor,5,3,0,24362.05,18,29,Resolved
7beb9136-2b6c-44ef-a77c-540747256cb2,2026-06-15,Kalwa,Locality 48,Flood,Critical,129,9,2,817714.0,44,57,Resolved
2e2bbcf6-d94c-47ca-843a-3291b05afe04,2020-07-28,Wagle Estate,Locality 49,Flood,Minor,3,4,0,20654.61,56,43,Resolved
5df3dc1f-3c8b-426a-a390-947b8186edb8,2023-06-03,Mumbra,Locality 20,Tree Fall,Minor,10,2,0,34696.03,14,71,Resolved
565e18e8-ec02-4852-b9fd-32bcaf2d3875,2023-06-01,Naupada-Kopri,Locality 3,Flood,Minor,15,3,0,13731.0,26,68,Resolved
ed9f3e9d-f6b3-4b1e-9199-2c8b8cda6336,2026-08-10,Uthalsar,Locality 28,Tree Fall,Minor,1,5,0,13236.53,16,59,Resolved
1fae26e8-74c6-4117-bd59-6c3c875d6510,2022-06-18,Wagle Estate,Locality 19,Tree Fall,Moderate,17,1,0,46088.13,28,17,Resolved
ae70257e-5496-464d-8138-cc503650018f,2021-09-12,Lokmanya-Savarkar Nagar,Locality 20,Tree Fall,Minor,13,3,0,21771.96,58,46,Resolved
2caed955-4529-45ad-b31c-250e775de00c,2019-06-02,Uthalsar,Locality 41,Flood,Minor,5,3,0,43354.05,41,11,Resolved
